# t theta_S theta_L C
1343 3.18895199 3.34561102 0.98775405
1344 3.19172301 3.35161102 0.98724512
1345 3.20455493 3.35761102 0.98830976
1346 3.17168133 3.36361102 0.98163797
1347 3.16710386 3.36961102 0.97956540
1348 3.18314408 3.37561102 0.98153534
1349 3.18508606 3.38161102 0.98075104
1350 3.17084708 3.38761102 0.97659854
1351 3.17979174 3.39361102 0.97722762
1352 3.18422031 3.39961102 0.97689296
1353 3.19456834 3.40561102 0.97781303
1354 3.20121003 3.41161102 0.97794725
1355 3.19987190 3.41761102 0.97638835
1356 3.20439189 3.42361102 0.97606756
1357 3.18257236 3.42961102 0.96964082
1358 3.19990425 3.43561102 0.97234953
1359 3.21500462 3.44161102 0.97443445
1360 3.21833542 3.44761102 0.97383129
1361 3.22586913 3.45361102 0.97417871
1362 3.22737671 3.45961102 0.97315459
1363 3.21229891 3.46561102 0.96808768
1364 3.21071499 3.47161102 0.96615924
1365 3.22668759 3.47761102 0.96868355
1366 3.22814087 3.48361102 0.96754460
1367 3.24618089 3.48961102 0.97051691
1368 3.26181071 3.49561102 0.97279298
1369 3.24997464 3.50161102 0.96850628
1370 3.27263725 3.50761102 0.97252045
1371 3.30732106 3.51361102 0.97879758
1372 3.27128932 3.51961102 0.96932627
1373 3.25538619 3.52561102 0.96371090
1374 3.27963792 3.53161102 0.96842238
1375 3.27720135 3.53761102 0.96628458
1376 3.27231563 3.54361102 0.96342457
1377 3.24339486 3.54961102 0.95348104
1378 3.23936601 3.55561102 0.95040992
1379 3.25563080 3.56161102 0.95355214
1380 3.28101216 3.56761102 0.95921090
1381 3.29652096 3.57361102 0.96185555
1382 3.28276255 3.57961102 0.95626309
1383 3.26493445 3.58561102 0.94902238
1384 3.25396251 3.59161102 0.94353625
1385 3.27107458 3.59761102 0.94715901
1386 3.25183069 3.60361102 0.93876075
1387 3.24977738 3.60961102 0.93595541
1388 3.25399606 3.61561102 0.93532669
1389 3.23599574 3.62161102 0.92656718
1390 3.23905005 3.62761102 0.92545520
1391 3.22452254 3.63361102 0.91748378
1392 3.24019441 3.63961102 0.92128802
1393 3.22432619 3.64561102 0.91256429
1394 3.22531455 3.65161102 0.91050340
1395 3.23808006 3.65761102 0.91328010
1396 3.25737464 3.66361102 0.91861454
1397 3.26694880 3.66961102 0.92002102
1398 3.21253193 3.67561102 0.89468130
1399 3.21107291 3.68161102 0.89132445
1400 3.19006751 3.68761102 0.87875762
1401 3.18140664 3.69361102 0.87166626
1402 3.19085155 3.69961102 0.87334944
1403 3.18112630 3.70561102 0.86558209
1404 3.18304309 3.71161102 0.86353014
1405 3.22945548 3.71761102 0.88319941
1406 3.23215164 3.72361102 0.88164510
1407 3.24042114 3.72961102 0.88271383
1408 3.25941412 3.73561102 0.88874470
1409 3.25264510 3.74161102 0.88281905
1410 3.24662051 3.74761102 0.87710726
1411 3.21559608 3.75361102 0.85872758
1412 3.23395262 3.75961102 0.86499376
1413 3.22157099 3.76561102 0.85562456
1414 3.23288363 3.77161102 0.85836228
1415 3.24727822 3.77761102 0.86263878
1416 3.27054391 3.78361102 0.87124311
1417 3.26792255 3.78961102 0.86697897
1418 3.27440935 3.79561102 0.86722147
1419 3.25685536 3.80161102 0.85525393
1420 3.23243666 3.80761102 0.83909747
1421 3.22611891 3.81361102 0.83233336
1422 3.21785664 3.81961102 0.82434375
1423 3.21837526 3.82561102 0.82122843
1424 3.20440102 3.83161102 0.80966807
1425 3.20538494 3.83761102 0.80671403
1426 3.18239760 3.84361102 0.78924768
1427 3.18737046 3.84961102 0.78861653
1428 3.14435867 3.85561102 0.75754496
1429 3.14007369 3.86161102 0.75079115
1430 3.13841625 3.86761102 0.74571115
1431 3.14970537 3.87361102 0.74922467
1432 3.15642011 3.87961102 0.74969787
1433 3.14912183 3.88561102 0.74083130
1434 3.14292313 3.89161102 0.73258263
1435 3.10534903 3.89761102 0.70223671
1436 3.10926450 3.90361102 0.70075111
1437 3.11625223 3.90961102 0.70145542
1438 3.12404090 3.91561102 0.70272911
1439 3.11734922 3.92161102 0.69364317
1440 3.08900076 3.92761102 0.66849704
1441 3.08159849 3.93361102 0.65846983
1442 3.08393638 3.93961102 0.65570929
1443 3.08803541 3.94561102 0.65427286
1444 3.09849956 3.95161102 0.65764238
1445 3.10096607 3.95761102 0.65497639
1446 3.06624862 3.96361102 0.62367391
1447 3.09893831 3.96961102 0.64431223
1448 3.09239284 3.97561102 0.63466747
1449 3.07344150 3.98161102 0.61518989
1450 3.09552665 3.98761102 0.62779095
1451 3.09401548 3.99361102 0.62192674
1452 3.08322940 3.99961102 0.60869498
1453 3.08972465 4.00561102 0.60908784
1454 3.10554606 4.01161102 0.61684772
1455 3.12235518 4.01761102 0.62531919
1456 3.14301139 4.02361102 0.63668888
1457 3.14070042 4.02961102 0.63025819
1458 3.14200811 4.03561102 0.62660823
1459 3.13929880 4.04161102 0.61979709
1460 3.12528738 4.04761102 0.60396983
1461 3.12032186 4.05361102 0.59519410
1462 3.13746607 4.05961102 0.60411224
1463 3.14599896 4.06561102 0.60612876
1464 3.13114937 4.07161102 0.58941516
1465 3.13619922 4.07761102 0.58864733
1466 3.16688731 4.08361102 0.60842353
1467 3.19079488 4.08961102 0.62253688
1468 3.19342070 4.09561102 0.61989274
1469 3.18665918 4.10161102 0.60982875
1470 3.17911270 4.10761102 0.59903709
1471 3.19947132 4.11361102 0.61047219
1472 3.22902208 4.11961102 0.62895427
1473 3.22849934 4.12561102 0.62386987
1474 3.23926037 4.13161102 0.62758366
1475 3.23209301 4.13761102 0.61727812
1476 3.23281788 4.14361102 0.61311937
1477 3.24588622 4.14961102 0.61868792
1478 3.24538080 4.15561102 0.61356397
1479 3.23944997 4.16161102 0.60409941
1480 3.25343543 4.16761102 0.61044376
1481 3.23428652 4.17361102 0.59033339
1482 3.21889197 4.17961102 0.57293080
1483 3.22453889 4.18561102 0.57264138
1484 3.22632038 4.19161102 0.56917794
1485 3.22557147 4.19761102 0.56361596
1486 3.22396515 4.20361102 0.55731661
1487 3.22683323 4.20961102 0.55471345
1488 3.24392700 4.21561102 0.56390960
1489 3.25424722 4.22161102 0.56747212
1490 3.22952637 4.22761102 0.54191302
1491 3.23463804 4.23361102 0.54116623
1492 3.21985054 4.23961102 0.52357004
1493 3.25864450 4.24561102 0.55122340
1494 3.26578895 4.25161102 0.55217792
1495 3.28158811 4.25761102 0.56032110
1496 3.27647236 4.26361102 0.55107977
1497 3.28564914 4.26961102 0.55372785
1498 3.29584952 4.27561102 0.55722060
1499 3.30997004 4.28161102 0.56394515
1500 3.33019643 4.28761102 0.57563601
1501 3.34381600 4.29361102 0.58184981
1502 3.32646472 4.29961102 0.56270140
1503 3.36406511 4.30561102 0.58853891
1504 3.35754120 4.31161102 0.57836782
1505 3.35510275 4.31761102 0.57146343
1506 3.33965612 4.32361102 0.55373367
1507 3.34444167 4.32961102 0.55272199
1508 3.35000123 4.33561102 0.55235489
1509 3.35572654 4.34161102 0.55212588
1510 3.33943677 4.34761102 0.53340594
1511 3.33870135 4.35361102 0.52769667
1512 3.33743044 4.35961102 0.52150662
1513 3.33702542 4.36561102 0.51603089
1514 3.34563623 4.37161102 0.51826547
1515 3.34038165 4.37761102 0.50860772
1516 3.36070926 4.38361102 0.52089114
1517 3.40425587 4.38961102 0.55256714
1518 3.41256089 4.39561102 0.55448684
1519 3.40385640 4.40161102 0.54219036
1520 3.42163534 4.40761102 0.55204984
1521 3.40943427 4.41361102 0.53678299
1522 3.38465352 4.41961102 0.51056248
1523 3.37797528 4.42561102 0.49962047
1524 3.40294498 4.43161102 0.51596199
1525 3.41462748 4.43761102 0.52082133
1526 3.45378751 4.44361102 0.54883741
1527 3.46534446 4.44961102 0.55347412
1528 3.46672397 4.45561102 0.54961998
1529 3.47811174 4.46161102 0.55411300
1530 3.50019972 4.46761102 0.56743302
1531 3.50117792 4.47361102 0.56329083
1532 3.47966771 4.47961102 0.54035001
1533 3.47430025 4.48561102 0.53075026
1534 3.45809655 4.49161102 0.51180272
1535 3.47039697 4.49761102 0.51720524
1536 3.45308273 4.50361102 0.49711273
1537 3.45852407 4.50961102 0.49662791
1538 3.44898559 4.51561102 0.48308166
1539 3.41957101 4.52161102 0.45177711
1540 3.42168391 4.52761102 0.44830590
1541 3.41392124 4.53361102 0.43596165
1542 3.39896628 4.53961102 0.41700858
1543 3.39967906 4.54561102 0.41219721
1544 3.37656695 4.55161102 0.38550241
1545 3.35213210 4.55761102 0.35724577
1546 3.35523755 4.56361102 0.35454074
1547 3.35505253 4.56961102 0.34875075
1548 3.36299592 4.57561102 0.35057147
1549 3.37591146 4.58161102 0.35703969
1550 3.37280297 4.58761102 0.34851685
1551 3.37123715 4.59361102 0.34141548
1552 3.39775921 4.59961102 0.36063118
1553 3.42045100 4.60561102 0.37614879
1554 3.42986454 4.61161102 0.37930944
1555 3.43257075 4.61761102 0.37625974
1556 3.47936862 4.62361102 0.41373597
1557 3.45783297 4.62961102 0.38851393
1558 3.46879803 4.63561102 0.39308414
1559 3.47557907 4.64161102 0.39380219
1560 3.47642917 4.64761102 0.38906323
1561 3.46639212 4.65361102 0.37424032
1562 3.46804029 4.65961102 0.37020120
1563 3.46456095 4.66561102 0.36137885
1564 3.45892949 4.67161102 0.35050925
1565 3.45067198 4.67761102 0.33712108
1566 3.45598299 4.68361102 0.33647234
1567 3.46134145 4.68961102 0.33586814
1568 3.44450148 4.69561102 0.31426924
1569 3.44076618 4.70161102 0.30501243
1570 3.42334637 4.70761102 0.28262701
1571 3.40921387 4.71361102 0.26325934
1572 3.42040453 4.71961102 0.26826334
1573 3.42486331 4.72561102 0.26677829
1574 3.42540406 4.73161102 0.26151295
1575 3.43161194 4.73761102 0.26171358
1576 3.42415127 4.74361102 0.24869876
1577 3.40589035 4.74961102 0.22512922
1578 3.40705109 4.75561102 0.22041157
1579 3.40496342 4.76161102 0.21251568
1580 3.41998021 4.76761102 0.22131775
1581 3.41672608 4.77361102 0.21228376
1582 3.43065837 4.77961102 0.22002849
1583 3.45136179 4.78561102 0.23434728
1584 3.43933246 4.79161102 0.21678287
1585 3.43897740 4.79761102 0.21057461
1586 3.44609397 4.80361102 0.21166601
1587 3.40137198 4.80961102 0.16184231
1588 3.39195569 4.81561102 0.14661063
1589 3.39092012 4.82161102 0.13964751
1590 3.39577076 4.82761102 0.13850932
1591 3.38685257 4.83361102 0.12372006
1592 3.37721635 4.83961102 0.10818948
1593 3.37562863 4.84561102 0.10064325
1594 3.36594766 4.85161102 0.08503017
1595 3.33539552 4.85761102 0.04856172
1596 3.33449540 4.86361102 0.04166864
1597 3.34761284 4.86961102 0.04877879
1598 3.35298794 4.87561102 0.04815461
1599 3.33484943 4.88161102 0.02403242
1600 3.35297045 4.88761102 0.03614789
1601 3.35427848 4.89361102 0.03145859
1602 3.36879700 4.89961102 0.03997165
1603 3.34796025 4.90561102 0.01314518
1604 3.34961472 4.91161102 0.00879991
1605 3.31702745 4.91761102 -0.02978284
1606 3.32818031 4.92361102 -0.02463190
1607 3.35319053 4.92961102 -0.00562413
1608 3.35189528 4.93561102 -0.01291906
1609 3.33175054 4.94161102 -0.03905422
1610 3.35707816 4.94761102 -0.01973525
1611 3.37180239 4.95361102 -0.01101208
1612 3.35027250 4.95961102 -0.03853265
1613 3.33195902 4.96561102 -0.06281429
1614 3.32338867 4.97161102 -0.07734868
1615 3.31996128 4.97761102 -0.08674426
1616 3.33117235 4.98361102 -0.08155167
1617 3.34104318 4.98961102 -0.07769314
1618 3.35822638 4.99561102 -0.06653911
1619 3.36222582 5.00161102 -0.06853511
1620 3.35262804 5.00761102 -0.08408725
1621 3.35035894 5.01361102 -0.09232409
1622 3.36938973 5.01961102 -0.07934148
1623 3.36822285 5.02561102 -0.08648367
1624 3.35798174 5.03161102 -0.10265181
1625 3.34294311 5.03761102 -0.12355504
1626 3.34108865 5.04361102 -0.13134543
1627 3.34977636 5.04961102 -0.12868053
1628 3.32274229 5.05561102 -0.16136380
1629 3.32814547 5.06161102 -0.16195277
1630 3.32257851 5.06761102 -0.17335593
1631 3.32990940 5.07361102 -0.17204505
1632 3.32667547 5.07961102 -0.18113382
1633 3.33200426 5.08561102 -0.18179389
1634 3.33066978 5.09161102 -0.18900120
1635 3.32273420 5.09761102 -0.20266682
1636 3.32989187 5.10361102 -0.20153304
1637 3.35228313 5.10961102 -0.18545175
1638 3.36178625 5.11561102 -0.18200826
1639 3.34952983 5.12161102 -0.19992841
1640 3.34966246 5.12761102 -0.20567385
1641 3.37601475 5.13361102 -0.18571547
1642 3.37570691 5.13961102 -0.19190983
1643 3.35192417 5.14561102 -0.22104956
1644 3.34539625 5.15161102 -0.23324991
1645 3.33549533 5.15761102 -0.24868209
1646 3.33080417 5.16361102 -0.25902298
1647 3.32961928 5.16961102 -0.26595591
1648 3.33818567 5.17561102 -0.26348107
1649 3.34522519 5.18161102 -0.26247815
1650 3.32758119 5.18761102 -0.28521765
1651 3.34373001 5.19361102 -0.27547586
1652 3.37112644 5.19961102 -0.25484582
1653 3.38300373 5.20561102 -0.24915822
1654 3.37741059 5.21161102 -0.26036874
1655 3.37911040 5.21761102 -0.26451820
1656 3.36886447 5.22361102 -0.28014987
1657 3.37156548 5.22961102 -0.28331522
1658 3.38458891 5.23561102 -0.27657263
1659 3.37299774 5.24161102 -0.29343396
1660 3.37676592 5.24761102 -0.29556680
1661 3.40904184 5.25361102 -0.27036569
1662 3.40119934 5.25961102 -0.28366634
1663 3.41878577 5.26561102 -0.27253705
1664 3.43021669 5.27161102 -0.26730772
1665 3.42909284 5.27761102 -0.27416550
1666 3.42963055 5.28361102 -0.27941438
1667 3.41227985 5.28961102 -0.30175683
1668 3.40356940 5.29561102 -0.31574840
1669 3.40789531 5.30161102 -0.31733640
1670 3.42306337 5.30761102 -0.30862899
1671 3.44513533 5.31361102 -0.29330242
1672 3.45121755 5.31961102 -0.29322382
1673 3.48179959 5.32561102 -0.26963609
1674 3.46883475 5.33161102 -0.28784893
1675 3.47841462 5.33761102 -0.28441874
1676 3.46988189 5.34361102 -0.29832074
1677 3.48592078 5.34961102 -0.28872410
1678 3.49809688 5.35561102 -0.28280555
1679 3.48877014 5.36161102 -0.29747282
1680 3.49363656 5.36761102 -0.29855490
1681 3.47815637 5.37361102 -0.31898498
1682 3.44653833 5.37961102 -0.35440376
1683 3.45850268 5.38561102 -0.34882027
1684 3.47067626 5.39161102 -0.34302785
1685 3.48324184 5.39761102 -0.33685328
1686 3.48251744 5.40361102 -0.34317702
1687 3.47841294 5.40961102 -0.35265021
1688 3.47561990 5.41561102 -0.36086460
1689 3.46424468 5.42161102 -0.37701376
1690 3.47616318 5.42761102 -0.37152543
1691 3.49870026 5.43361102 -0.35612193
1692 3.51263174 5.43961102 -0.34869931
1693 3.50959954 5.44561102 -0.35715026
1694 3.49312897 5.45161102 -0.37804690
1695 3.47263579 5.45761102 -0.40243840
1696 3.47810323 5.46361102 -0.40292587
1697 3.46679976 5.46961102 -0.41870146
1698 3.47484665 5.47561102 -0.41684176
1699 3.45992551 5.48161102 -0.43576602
1700 3.44723450 5.48761102 -0.45251196
1701 3.44005566 5.49361102 -0.46422466
1702 3.42070378 5.49961102 -0.48652769
1703 3.39310923 5.50561102 -0.51559803
1704 3.41647522 5.51161102 -0.50064133
1705 3.41478997 5.51761102 -0.50727925
1706 3.41629048 5.52361102 -0.51115168
1707 3.45511260 5.52961102 -0.48267113
1708 3.44451677 5.53561102 -0.49713866
1709 3.42842945 5.54161102 -0.51618037
1710 3.41376406 5.54761102 -0.53376839
1711 3.41240721 5.55361102 -0.53997506
1712 3.39499602 5.55961102 -0.55953005
1713 3.40897987 5.56561102 -0.55289519
1714 3.41518879 5.57161102 -0.55272110
1715 3.39142943 5.57761102 -0.57727315
1716 3.38410279 5.58361102 -0.58810345
1717 3.37338991 5.58961102 -0.60153782
1718 3.35355982 5.59561102 -0.62196910
1719 3.32738317 5.60161102 -0.64683846
1720 3.30376625 5.60761102 -0.66913815
1721 3.29106818 5.61361102 -0.68291562
1722 3.29875385 5.61961102 -0.68168328
1723 3.31933018 5.62561102 -0.67094651
1724 3.31735316 5.63161102 -0.67684010
1725 3.31484732 5.63761102 -0.68307695
1726 3.28857747 5.64361102 -0.70628540
1727 3.28035617 5.64961102 -0.71628128
1728 3.28409297 5.65561102 -0.71785873
1729 3.29882371 5.66161102 -0.71175321
1730 3.32089918 5.66761102 -0.70036985
1731 3.30455966 5.67361102 -0.71613927
1732 3.29329191 5.67961102 -0.72808406
1733 3.28041314 5.68561102 -0.74089471
1734 3.29754679 5.69161102 -0.73337136
1735 3.30312809 5.69761102 -0.73365594
1736 3.31060498 5.70361102 -0.73265155
1737 3.31242606 5.70961102 -0.73548934
1738 3.32644353 5.71561102 -0.73003363
1739 3.34657465 5.72161102 -0.72030370
1740 3.32535630 5.72761102 -0.73891482
1741 3.30981050 5.73361102 -0.75325973
1742 3.30052654 5.73961102 -0.76322398
1743 3.29811527 5.74561102 -0.76863172
1744 3.30646242 5.75161102 -0.76712815
1745 3.29691001 5.75761102 -0.77701175
1746 3.26888908 5.76361102 -0.79797370
1747 3.30265307 5.76961102 -0.78093517
1748 3.31366555 5.77561102 -0.77779452
1749 3.31239771 5.78161102 -0.78234191
1750 3.31990903 5.78761102 -0.78139969
1751 3.31818858 5.79361102 -0.78619415
1752 3.32750779 5.79961102 -0.78413863
1753 3.31463284 5.80561102 -0.79571178
1754 3.31820733 5.81161102 -0.79717851
1755 3.29608199 5.81761102 -0.81384149
1756 3.27634711 5.82361102 -0.82852456
1757 3.28815394 5.82961102 -0.82525906
1758 3.27856356 5.83561102 -0.83396314
1759 3.26369649 5.84161102 -0.84529562
1760 3.26018883 5.84761102 -0.85033726
1761 3.28977839 5.85361102 -0.83768811
1762 3.28427739 5.85961102 -0.84391383
1763 3.29458236 5.86561102 -0.84159649
1764 3.29868597 5.87161102 -0.84261923
1765 3.30177430 5.87761102 -0.84418362
1766 3.33294562 5.88361102 -0.83042443
1767 3.32271406 5.88961102 -0.83935776
1768 3.33288060 5.89561102 -0.83708563
1769 3.32332826 5.90161102 -0.84549230
1770 3.32087059 5.90761102 -0.84997830
1771 3.32936205 5.91361102 -0.84866312
1772 3.34663704 5.91961102 -0.84264558
1773 3.33290484 5.92561102 -0.85310602
1774 3.33622552 5.93161102 -0.85450086
1775 3.34598312 5.93761102 -0.85254294
1776 3.32735907 5.94361102 -0.86515313
1777 3.32333454 5.94961102 -0.87013695
1778 3.31139406 5.95561102 -0.87883770
1779 3.29226000 5.96161102 -0.89055084
1780 3.29787391 5.96761102 -0.89072640
1781 3.28920327 5.97361102 -0.89729870
1782 3.29396314 5.97961102 -0.89784543
1783 3.28622165 5.98561102 -0.90381100
1784 3.28767365 5.99161102 -0.90574788
1785 3.28041145 5.99761102 -0.91128881
1786 3.29105349 6.00361102 -0.90936755
1787 3.30216935 6.00961102 -0.90722750
1788 3.32728240 6.01561102 -0.89902257
1789 3.30914945 6.02161102 -0.90932763
1790 3.30133941 6.02761102 -0.91498683
1791 3.30238476 6.03361102 -0.91697471
1792 3.30005357 6.03961102 -0.92026654
1793 3.31321966 6.04561102 -0.91743890
1794 3.31913978 6.05161102 -0.91747068
1795 3.30279065 6.05761102 -0.92613138
1796 3.28711408 6.06361102 -0.93408959
1797 3.27468938 6.06961102 -0.94050901
1798 3.25792221 6.07561102 -0.94800017
1799 3.25806376 6.08161102 -0.94984846
1800 3.25017085 6.08761102 -0.95410111
1801 3.24922437 6.09361102 -0.95615844
1802 3.25218889 6.09961102 -0.95704298
1803 3.24889582 6.10561102 -0.95969610
1804 3.26513225 6.11161102 -0.95676903
1805 3.25694861 6.11761102 -0.96079795
1806 3.25214830 6.12361102 -0.96373623
1807 3.24997175 6.12961102 -0.96588596
1808 3.25638385 6.13561102 -0.96577916
1809 3.28955938 6.14161102 -0.95837502
1810 3.28338115 6.14761102 -0.96178090
1811 3.29398895 6.15361102 -0.96050899
1812 3.28668919 6.15961102 -0.96412458
1813 3.28641594 6.16561102 -0.96577083
1814 3.25276963 6.17161102 -0.97529335
1815 3.23099451 6.17761102 -0.98105229
1816 3.23662749 6.18361102 -0.98112333
1817 3.25917300 6.18961102 -0.97778957
1818 3.26873237 6.19561102 -0.97703737
1819 3.27013621 6.20161102 -0.97800634
1820 3.27991121 6.20761102 -0.97721200
1821 3.28056752 6.21361102 -0.97833233
1822 3.26132806 6.21961102 -0.98324577
1823 3.24504829 6.22561102 -0.98706267
1824 3.25355289 6.23161102 -0.98665800
1825 3.26546109 6.23761102 -0.98567889
1826 3.25970654 6.24361102 -0.98759296
1827 3.23304775 6.24961102 -0.99219400
1828 3.19725593 6.25561102 -0.99653775
1829 3.18398031 6.26161102 -0.99795513
1830 3.18143694 6.26761102 -0.99846478
1831 3.18179231 6.27361102 -0.99876153
1832 3.18902980 6.27961102 -0.99869920
1833 3.18976460 0.00242571 -0.99895382
1834 3.19873396 0.00842571 -0.99881363
1835 3.19445620 0.01442571 -0.99926136
1836 3.15874907 0.02042571 -0.99999466
1837 3.15572841 0.02642571 -0.99992448
1838 3.16503555 0.03242571 -0.99995965
1839 3.18091592 0.03842571 -0.99999960
1840 3.19911754 0.04442571 -0.99991421
1841 3.18201743 0.05042571 -0.99994999
1842 3.17559919 0.05642571 -0.99974870
1843 3.18529215 0.06242571 -0.99982467
1844 3.16365145 0.06842571 -0.99892525
1845 3.15413560 0.07442571 -0.99808587
1846 3.15048187 0.08042571 -0.99744236
1847 3.14555260 0.08642571 -0.99660163
1848 3.13489206 0.09242571 -0.99509101
1849 3.13397975 0.09842571 -0.99438317
1850 3.13861105 0.10442571 -0.99423738
1851 3.17372199 0.11042571 -0.99693640
1852 3.16909672 0.11642571 -0.99604907
1853 3.18656021 0.12242571 -0.99700162
1854 3.19440679 0.12842571 -0.99714281
1855 3.17926742 0.13442571 -0.99532328
1856 3.17153195 0.14042571 -0.99390258
1857 3.15880011 0.14642571 -0.99166293
1858 3.14009352 0.15242571 -0.98817694
1859 3.12256691 0.15842571 -0.98429676
1860 3.11611062 0.16442571 -0.98202165
1861 3.11781629 0.17042571 -0.98120197
1862 3.12727853 0.17642571 -0.98186424
1863 3.11518297 0.18242571 -0.97827302
1864 3.10028564 0.18842571 -0.97372729
1865 3.08523197 0.19442571 -0.96871756
1866 3.08161457 0.20042571 -0.96628609
1867 3.08333650 0.20642571 -0.96517578
1868 3.09929549 0.21242571 -0.96773316
1869 3.09684799 0.21842571 -0.96557008
1870 3.09494217 0.22442571 -0.96348328
1871 3.10155404 0.23042571 -0.96364694
1872 3.10772541 0.23642571 -0.96369271
1873 3.12907949 0.24242571 -0.96767871
1874 3.13479611 0.24842571 -0.96760721
1875 3.13041817 0.25442571 -0.96493513
1876 3.11388080 0.26042571 -0.95877478
1877 3.10561080 0.26642571 -0.95462224
1878 3.09256109 0.27242571 -0.94877600
1879 3.08502010 0.27842571 -0.94441088
1880 3.10053178 0.28442571 -0.94749524
1881 3.09073177 0.29042571 -0.94232482
1882 3.08413171 0.29642571 -0.93803290
1883 3.07415164 0.30242571 -0.93237553
1884 3.08011812 0.30842571 -0.93236341
1885 3.08210737 0.31442571 -0.93090594
1886 3.08678738 0.32042571 -0.93042299
1887 3.08582527 0.32642571 -0.92784894
1888 3.08585503 0.33242571 -0.92560578
1889 3.07150980 0.33842571 -0.91771430
1890 3.05827274 0.34442571 -0.90990322
1891 3.06759324 0.35042571 -0.91127562
1892 3.06804103 0.35642571 -0.90897520
1893 3.07746540 0.36242571 -0.91039731
1894 3.05846223 0.36842571 -0.89976914
1895 3.03776844 0.37442571 -0.88780171
1896 3.04661950 0.38042571 -0.88911024
1897 3.04726721 0.38642571 -0.88664780
1898 3.02186552 0.39242571 -0.87169152
1899 3.02875825 0.39842571 -0.87212866
1900 3.02119731 0.40442571 -0.86541361
1901 2.99767207 0.41042571 -0.85024472
1902 3.02637843 0.41642571 -0.86197687
1903 3.02132806 0.42242571 -0.85632239
1904 3.00818316 0.42842571 -0.84627885
1905 2.97555539 0.43442571 -0.82507411
1906 3.00107306 0.44042571 -0.83594422
1907 2.98586144 0.44642571 -0.82411580
1908 2.99216350 0.45242571 -0.82428686
1909 3.01778579 0.45842571 -0.83523706
1910 3.02341719 0.46442571 -0.83503431
1911 3.01818165 0.47042571 -0.82879997
1912 3.01301092 0.47642571 -0.82249786
1913 3.00884951 0.48242571 -0.81667601
1914 3.01346999 0.48842571 -0.81587912
1915 3.02596356 0.49442571 -0.81961662
1916 3.02076516 0.50042571 -0.81314966
1917 3.01865637 0.50642571 -0.80840322
1918 3.00229298 0.51242571 -0.79503844
1919 3.02089597 0.51842571 -0.80261955
1920 3.03198354 0.52442571 -0.80564384
1921 3.02726954 0.53042571 -0.79925075
1922 3.02500892 0.53642571 -0.79425892
1923 3.04807473 0.54242571 -0.80451159
1924 3.05983306 0.54842571 -0.80791832
1925 3.06202864 0.55442571 -0.80567055
1926 3.08584026 0.56042571 -0.81609316
1927 3.08926930 0.56642571 -0.81460466
1928 3.11205558 0.57242571 -0.82422575
1929 3.10899928 0.57842571 -0.81906379
1930 3.11682267 0.58442571 -0.82010851
1931 3.10509376 0.59042571 -0.80983553
1932 3.10792416 0.59642571 -0.80797200
1933 3.10918463 0.60242571 -0.80517031
1934 3.12963823 0.60842571 -0.81365753
1935 3.10182290 0.61442571 -0.79353776
1936 3.09620637 0.62042571 -0.78641548
1937 3.10807989 0.62642571 -0.79002995
1938 3.08734984 0.63242571 -0.77336234
1939 3.09960299 0.63842571 -0.77731147
1940 3.10091473 0.64442571 -0.77435347
1941 3.11911511 0.65042571 -0.78201548
1942 3.12246603 0.65642571 -0.78036168
1943 3.11465253 0.66242571 -0.77164953
1944 3.11808040 0.66842571 -0.77001098
1945 3.12217181 0.67442571 -0.76879184
1946 3.12815166 0.68042571 -0.76877896
1947 3.11619641 0.68642571 -0.75717300
1948 3.09728338 0.69242571 -0.74066618
1949 3.09088160 0.69842571 -0.73227701
1950 3.07501278 0.70442571 -0.71721028
1951 3.08025604 0.71042571 -0.71668274
1952 3.08558116 0.71642571 -0.71621192
1953 3.10186249 0.72242571 -0.72334910
1954 3.11267116 0.72842571 -0.72666103
1955 3.12291586 0.73442571 -0.72957056
1956 3.10750181 0.74042571 -0.71475923
1957 3.13055771 0.74642571 -0.72658308
1958 3.12099887 0.75242571 -0.71580542
1959 3.11888418 0.75842571 -0.71011543
1960 3.09278476 0.76442571 -0.68715277
1961 3.08402709 0.77042571 -0.67635670
1962 3.07942790 0.77642571 -0.66851176
1963 3.09099594 0.78242571 -0.67264233
1964 3.09845972 0.78842571 -0.67372477
1965 3.08351343 0.79442571 -0.65809917
1966 3.09175467 0.80042571 -0.65978501
1967 3.08727436 0.80642571 -0.65187345
1968 3.10571356 0.81242571 -0.66125576
1969 3.12551046 0.81842571 -0.67154239
1970 3.16254526 0.82442571 -0.69421106
1971 3.16467757 0.83042571 -0.69142202
1972 3.15512001 0.83642571 -0.68009922
1973 3.16978020 0.84242571 -0.68642260
1974 3.15588045 0.84842571 -0.67181649
1975 3.16967866 0.85442571 -0.67757228
1976 3.15100960 0.86042571 -0.65922495
1977 3.16252382 0.86642571 -0.66336130
1978 3.16963441 0.87242571 -0.66419194
1979 3.17416273 0.87842571 -0.66309105
1980 3.19225320 0.88442571 -0.67209255
1981 3.20659656 0.89042571 -0.67824707
1982 3.19759417 0.89642571 -0.66714689
1983 3.19376120 0.90242571 -0.65978992
1984 3.16454994 0.90842571 -0.63292691
1985 3.16915154 0.91442571 -0.63184363
1986 3.14044350 0.92042571 -0.60456644
1987 3.15316571 0.92642571 -0.60990735
1988 3.14564027 0.93242571 -0.59913334
1989 3.14031138 0.93842571 -0.59002463
